"No.","Time","Source","Destination","Protocol","Length","Info"
"186","13.799050","mars.octa.edu","FioImma.local","DNS","207","Standard query response 0x319d No such name PTR 6.e.3.2.8.4.d.1.3.c.4.9.5.1.4.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa SOA b.ip6-servers.arpa OPT"
"187","13.801216","mars.octa.edu","FioImma.local","DNS","207","Standard query response 0xe592 No such name PTR b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa SOA b.ip6-servers.arpa OPT"
"188","14.613970","FioImma.local","fonts.gstatic.com","TCP","55","54768  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"189","14.625679","fonts.gstatic.com","FioImma.local","TCP","66","443  >  54768 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2"
"190","14.791834","FioImma.local","mars.octa.edu","DNS","97","Standard query 0xe564 PTR 35.67.250.142.in-addr.arpa OPT"
"191","14.806361","mars.octa.edu","FioImma.local","DNS","135","Standard query response 0xe564 PTR 35.67.250.142.in-addr.arpa PTR maa05s12-in-f3.1e100.net OPT"
"192","15.264566","FioImma.local","202.241.199.104.bc.googleusercontent.com","TCP","65","54472  >  4070 [PSH, ACK] Seq=1 Ack=1 Win=512 Len=11"
"193","15.351637","202.241.199.104.bc.googleusercontent.com","FioImma.local","TCP","65","4070  >  54472 [PSH, ACK] Seq=1 Ack=12 Win=6 Len=11"
"194","15.406777","FioImma.local","202.241.199.104.bc.googleusercontent.com","TCP","54","54472  >  4070 [ACK] Seq=12 Ack=12 Win=512 Len=0"
"195","15.424183","FioImma.local","20.198.119.143","TLSv1.2","155","Application Data"
"196","15.468305","20.198.119.143","FioImma.local","TLSv1.2","225","Application Data"
"197","15.516982","FioImma.local","20.198.119.143","TCP","54","49438  >  443 [ACK] Seq=102 Ack=172 Win=514 Len=0"
"198","15.691830","FioImma.local","maa05s24-in-f2.1e100.net","TCP","55","54764  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP PDU reassembled in 7607]"
"199","15.703206","maa05s24-in-f2.1e100.net","FioImma.local","TCP","66","443  >  54764 [ACK] Seq=1 Ack=2 Win=290 Len=0 SLE=1 SRE=2"
"200","15.771905","FioImma.local","igmp.mcast.net","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"201","15.793606","FioImma.local","mars.octa.edu","DNS","99","Standard query 0xd222 PTR 202.241.199.104.in-addr.arpa OPT"
"202","15.803980","FioImma.local","maa03s47-in-f14.1e100.net","TCP","55","54773  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1"
"203","15.812528","maa03s47-in-f14.1e100.net","FioImma.local","TCP","66","443  >  54773 [ACK] Seq=1 Ack=2 Win=301 Len=0 SLE=1 SRE=2"
"204","15.827924","mars.octa.edu","FioImma.local","DNS","153","Standard query response 0xd222 PTR 202.241.199.104.in-addr.arpa PTR 202.241.199.104.bc.googleusercontent.com OPT"
"205","16.772766","FioImma.local","mars.octa.edu","DNS","98","Standard query 0x596c PTR 143.119.198.20.in-addr.arpa OPT"
"206","16.773131","FioImma.local","mars.octa.edu","DNS","98","Standard query 0xb7eb PTR 98.193.250.142.in-addr.arpa OPT"
"207","16.773406","FioImma.local","mars.octa.edu","DNS","99","Standard query 0x8e33 PTR 174.196.250.142.in-addr.arpa OPT"
"208","16.780432","mars.octa.edu","FioImma.local","DNS","138","Standard query response 0x8e33 PTR 174.196.250.142.in-addr.arpa PTR maa03s47-in-f14.1e100.net OPT"
"209","16.790010","mars.octa.edu","FioImma.local","DNS","184","Standard query response 0x596c No such name PTR 143.119.198.20.in-addr.arpa SOA ns1-06.azure-dns.com OPT"
"210","16.790010","mars.octa.edu","FioImma.local","DNS","136","Standard query response 0xb7eb PTR 98.193.250.142.in-addr.arpa PTR maa05s24-in-f2.1e100.net OPT"
"211","18.392312","FioImma.local","192.168.1.255","UDP","86","57621  >  57621 Len=44"
"212","18.773453","FioImma.local","mars.octa.edu","DNS","97","Standard query 0x6484 PTR 255.1.168.192.in-addr.arpa OPT"
"213","18.787390","mars.octa.edu","FioImma.local","DNS","97","Standard query response 0x6484 No such name PTR 255.1.168.192.in-addr.arpa OPT"
"214","19.254891","FioImma.local","browser-intake-datadoghq.com","TLSv1.3","339","Application Data"
"215","19.255307","FioImma.local","browser-intake-datadoghq.com","TLSv1.3","93","Application Data"
"216","19.255419","FioImma.local","browser-intake-datadoghq.com","TLSv1.3","984","Application Data"
"217","19.480259","browser-intake-datadoghq.com","FioImma.local","TCP","60","443  >  54798 [ACK] Seq=1049 Ack=4124 Win=31744 Len=0"
"218","19.480259","browser-intake-datadoghq.com","FioImma.local","TCP","60","443  >  54798 [ACK] Seq=1049 Ack=4163 Win=31744 Len=0"
"219","19.480259","browser-intake-datadoghq.com","FioImma.local","TCP","60","443  >  54798 [ACK] Seq=1049 Ack=5093 Win=31744 Len=0"
"220","19.480259","browser-intake-datadoghq.com","FioImma.local","TLSv1.3","93","Application Data"
"221","19.501287","browser-intake-datadoghq.com","FioImma.local","TLSv1.3","213","Application Data"
"222","19.501404","FioImma.local","browser-intake-datadoghq.com","TCP","54","54798  >  443 [ACK] Seq=5093 Ack=1247 Win=129792 Len=0"
"223","19.503078","FioImma.local","browser-intake-datadoghq.com","TLSv1.3","89","Application Data"
"224","19.600613","FioImma.local","onedscolprdneu09.northeurope.cloudapp.azure.com","TCP","66","54800  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"225","19.765442","browser-intake-datadoghq.com","FioImma.local","TCP","60","443  >  54798 [ACK] Seq=1247 Ack=5128 Win=31744 Len=0"
"226","19.775336","onedscolprdneu09.northeurope.cloudapp.azure.com","FioImma.local","TCP","66","443  >  54800 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"227","19.775512","FioImma.local","onedscolprdneu09.northeurope.cloudapp.azure.com","TCP","54","54800  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"228","19.778866","FioImma.local","onedscolprdneu09.northeurope.cloudapp.azure.com","TLSv1.3","445","Client Hello (SNI=self.events.data.microsoft.com)"
"229","19.951550","onedscolprdneu09.northeurope.cloudapp.azure.com","FioImma.local","TLSv1.3","153","Hello Retry Request, Change Cipher Spec"
"230","19.951725","FioImma.local","onedscolprdneu09.northeurope.cloudapp.azure.com","TCP","54","54800  >  443 [ACK] Seq=392 Ack=100 Win=261888 Len=0"
"231","19.973729","FioImma.local","onedscolprdneu09.northeurope.cloudapp.azure.com","TLSv1.3","516","Change Cipher Spec, Client Hello (SNI=self.events.data.microsoft.com)"
"232","20.151598","onedscolprdneu09.northeurope.cloudapp.azure.com","FioImma.local","TLSv1.3","5894","Server Hello"
"233","20.151598","onedscolprdneu09.northeurope.cloudapp.azure.com","FioImma.local","TLSv1.3","600","Application Data"
"234","20.151708","FioImma.local","onedscolprdneu09.northeurope.cloudapp.azure.com","TCP","54","54800  >  443 [ACK] Seq=854 Ack=6486 Win=262144 Len=0"
"235","20.156509","FioImma.local","onedscolprdneu09.northeurope.cloudapp.azure.com","TLSv1.3","128","Application Data"
"236","20.156928","FioImma.local","onedscolprdneu09.northeurope.cloudapp.azure.com","TLSv1.3","1083","Application Data"
"237","20.328136","onedscolprdneu09.northeurope.cloudapp.azure.com","FioImma.local","TCP","60","443  >  54800 [ACK] Seq=6486 Ack=1957 Win=524288 Len=0"
"238","20.328136","onedscolprdneu09.northeurope.cloudapp.azure.com","FioImma.local","TLSv1.3","157","Application Data"
"239","20.328136","onedscolprdneu09.northeurope.cloudapp.azure.com","FioImma.local","TLSv1.3","500","Application Data"
"240","20.328334","FioImma.local","onedscolprdneu09.northeurope.cloudapp.azure.com","TCP","54","54800  >  443 [ACK] Seq=1957 Ack=7035 Win=261376 Len=0"
"241","21.512765","FioImma.local","20.44.10.123","TLSv1.2","307","Application Data"
"242","21.513239","FioImma.local","20.44.10.123","TLSv1.2","771","Application Data"
"243","21.513503","FioImma.local","20.44.10.123","TLSv1.2","92","Application Data"
"244","21.768533","20.44.10.123","FioImma.local","TCP","60","443  >  54785 [ACK] Seq=1 Ack=971 Win=2048 Len=0"
"245","21.778053","FioImma.local","mars.octa.edu","DNS","96","Standard query 0x6aaa PTR 123.10.44.20.in-addr.arpa OPT"
"246","21.814379","mars.octa.edu","FioImma.local","DNS","170","Standard query response 0x6aaa No such name PTR 123.10.44.20.in-addr.arpa SOA ns1-201.azure-dns.com OPT"
"247","22.004436","20.44.10.123","FioImma.local","TCP","60","443  >  54785 [ACK] Seq=1 Ack=1009 Win=2048 Len=0"
"248","22.215821","20.44.10.123","FioImma.local","TLSv1.2","141","Application Data"
"249","22.215931","FioImma.local","20.44.10.123","TCP","54","54785  >  443 [ACK] Seq=1009 Ack=88 Win=1021 Len=0"
"250","22.251906","FioImma.local","ec2-35-174-127-31.compute-1.amazonaws.com","TLSv1.2","297","Application Data"
"251","22.443060","192.168.1.1","all-systems.mcast.net","IGMPv3","50","Membership Query, general"
"252","22.484294","ec2-35-174-127-31.compute-1.amazonaws.com","FioImma.local","TLSv1.2","320","Application Data"
"253","22.532646","FioImma.local","ec2-35-174-127-31.compute-1.amazonaws.com","TCP","54","54503  >  443 [ACK] Seq=487 Ack=533 Win=512 Len=0"
"254","22.749082","www.google.com","FioImma.local","TCP","54","443  >  54799 [FIN, ACK] Seq=1464 Ack=2317 Win=71424 Len=0"
"255","22.749199","FioImma.local","www.google.com","TCP","54","54799  >  443 [ACK] Seq=2317 Ack=1465 Win=131072 Len=0"
"256","22.777779","FioImma.local","igmp.mcast.net","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"257","22.843395","FioImma.local","22.224.186.35.bc.googleusercontent.com","TCP","55","54599  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1 [TCP PDU reassembled in 2092]"
"258","22.855864","22.224.186.35.bc.googleusercontent.com","FioImma.local","TCP","66","443  >  54599 [ACK] Seq=1 Ack=2 Win=489 Len=0 SLE=1 SRE=2"
"259","23.774710","FioImma.local","mars.octa.edu","DNS","97","Standard query 0x12bd PTR 22.224.186.35.in-addr.arpa OPT"
"260","23.789700","mars.octa.edu","FioImma.local","DNS","149","Standard query response 0x12bd PTR 22.224.186.35.in-addr.arpa PTR 22.224.186.35.bc.googleusercontent.com OPT"
"261","23.920677","FioImma.local","40.224.186.35.bc.googleusercontent.com","TLSv1.2","97","Application Data"
"262","23.932166","40.224.186.35.bc.googleusercontent.com","FioImma.local","TCP","60","443  >  54517 [ACK] Seq=1 Ack=44 Win=290 Len=0"
"263","24.013995","40.224.186.35.bc.googleusercontent.com","FioImma.local","TLSv1.2","94","Application Data"
"264","24.064000","FioImma.local","40.224.186.35.bc.googleusercontent.com","TCP","54","54517  >  443 [ACK] Seq=44 Ack=41 Win=509 Len=0"
"265","24.372305","FioImma.local","20.42.72.131","TCP","55","54745  >  443 [ACK] Seq=1 Ack=1 Win=516 Len=1"
"266","24.589553","20.42.72.131","FioImma.local","TCP","66","443  >  54745 [ACK] Seq=1 Ack=2 Win=2048 Len=0 SLE=1 SRE=2"
"267","24.769810","FioImma.local","mars.octa.edu","DNS","97","Standard query 0xf8ce PTR 40.224.186.35.in-addr.arpa OPT"
"268","24.770373","FioImma.local","mars.octa.edu","DNS","96","Standard query 0xfa5a PTR 131.72.42.20.in-addr.arpa OPT"
"269","24.784107","mars.octa.edu","FioImma.local","DNS","182","Standard query response 0xfa5a No such name PTR 131.72.42.20.in-addr.arpa SOA ns1-08.azure-dns.com OPT"
"270","24.807413","mars.octa.edu","FioImma.local","DNS","149","Standard query response 0xf8ce PTR 40.224.186.35.in-addr.arpa PTR 40.224.186.35.bc.googleusercontent.com OPT"
"271","25.015967","browser-intake-datadoghq.com","FioImma.local","TLSv1.2","93","Application Data"
"272","25.016323","FioImma.local","browser-intake-datadoghq.com","TCP","54","54759  >  443 [FIN, ACK] Seq=2 Ack=40 Win=513 Len=0"
"273","25.181568","FioImma.local","52.123.173.4","TLSv1.2","104","Application Data"
"274","25.242730","browser-intake-datadoghq.com","FioImma.local","TLSv1.2","78","Application Data"
"275","25.242730","browser-intake-datadoghq.com","FioImma.local","TCP","54","443  >  54759 [FIN, ACK] Seq=64 Ack=3 Win=62 Len=0"
"276","25.242798","FioImma.local","browser-intake-datadoghq.com","TCP","54","54759  >  443 [RST, ACK] Seq=3 Ack=64 Win=0 Len=0"
"277","25.372540","52.123.173.4","FioImma.local","TLSv1.2","93","Application Data"
"278","25.421004","FioImma.local","52.123.173.4","TCP","54","54673  >  443 [ACK] Seq=51 Ack=40 Win=512 Len=0"
"279","25.772714","FioImma.local","igmp.mcast.net","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"280","25.784380","FioImma.local","mars.octa.edu","DNS","96","Standard query 0x979c PTR 4.173.123.52.in-addr.arpa OPT"
"281","25.822217","mars.octa.edu","FioImma.local","DNS","182","Standard query response 0x979c No such name PTR 4.173.123.52.in-addr.arpa SOA ns1-06.azure-dns.com OPT"
"282","28.420675","FioImma.local","maa03s42-in-f22.1e100.net","TLSv1.2","219","Ignored Unknown Record"
"283","28.420760","FioImma.local","maa03s42-in-f22.1e100.net","TLSv1.2","93","Application Data"
"284","28.433291","maa03s42-in-f22.1e100.net","FioImma.local","TCP","60","443  >  54649 [ACK] Seq=1 Ack=167 Win=489 Len=0"
"285","28.433291","maa03s42-in-f22.1e100.net","FioImma.local","TCP","60","443  >  54649 [ACK] Seq=1 Ack=206 Win=489 Len=0"
"286","28.433291","maa03s42-in-f22.1e100.net","FioImma.local","TLSv1.2","93","Application Data"
"287","28.433291","maa03s42-in-f22.1e100.net","FioImma.local","TLSv1.2","171","Application Data"
"288","28.433291","maa03s42-in-f22.1e100.net","FioImma.local","TLSv1.2","1466","Application Data"
"289","28.433291","maa03s42-in-f22.1e100.net","FioImma.local","TLSv1.2","1466","Application Data"
"290","28.433291","maa03s42-in-f22.1e100.net","FioImma.local","TLSv1.2","1466","Application Data"
"291","28.433409","FioImma.local","maa03s42-in-f22.1e100.net","TCP","54","54649  >  443 [ACK] Seq=206 Ack=4393 Win=2051 Len=0"
"292","28.434247","maa03s42-in-f22.1e100.net","FioImma.local","TLSv1.2","4290","Application Data, Application Data, Application Data"
"293","28.434286","FioImma.local","maa03s42-in-f22.1e100.net","TCP","54","54649  >  443 [ACK] Seq=206 Ack=8629 Win=2051 Len=0"
"294","28.434540","FioImma.local","maa03s42-in-f22.1e100.net","TLSv1.2","89","Application Data"
"295","28.434772","maa03s42-in-f22.1e100.net","FioImma.local","TLSv1.2","1466","Application Data"
"296","28.434817","FioImma.local","maa03s42-in-f22.1e100.net","TCP","54","54649  >  443 [ACK] Seq=241 Ack=10041 Win=2051 Len=0"
"297","28.434867","maa03s42-in-f22.1e100.net","FioImma.local","TLSv1.2","1466","Application Data"
"298","28.434889","FioImma.local","maa03s42-in-f22.1e100.net","TCP","54","54649  >  443 [ACK] Seq=241 Ack=11453 Win=2051 Len=0"
"299","28.434917","maa03s42-in-f22.1e100.net","FioImma.local","TLSv1.2","837","Application Data"
"300","28.434966","maa03s42-in-f22.1e100.net","FioImma.local","TLSv1.2","93","Application Data"
"301","28.434975","FioImma.local","maa03s42-in-f22.1e100.net","TCP","54","54649  >  443 [ACK] Seq=241 Ack=12275 Win=2048 Len=0"
"302","28.435070","FioImma.local","maa03s42-in-f22.1e100.net","TLSv1.2","93","Application Data"
"303","28.445343","maa03s42-in-f22.1e100.net","FioImma.local","TCP","60","443  >  54649 [ACK] Seq=12275 Ack=280 Win=489 Len=0"
"304","30.383865","FioImma.local","clients.l.google.com","TCP","55","54628  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP PDU reassembled in 7502]"
"305","30.396551","clients.l.google.com","FioImma.local","TCP","66","443  >  54628 [ACK] Seq=1 Ack=2 Win=489 Len=0 SLE=1 SRE=2"
"306","30.559295","FioImma.local","www.google.com","TCP","54","54799  >  443 [FIN, ACK] Seq=2317 Ack=1465 Win=131072 Len=0"
"307","30.559604","FioImma.local","www.google.com","TCP","66","54801  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"308","30.571208","www.google.com","FioImma.local","TCP","66","443  >  54801 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"309","30.571208","www.google.com","FioImma.local","TCP","54","443  >  54799 [ACK] Seq=1465 Ack=2318 Win=71424 Len=0"
"310","30.571355","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"311","30.572403","FioImma.local","www.google.com","TCP","1466","54801  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 312]"
"312","30.572403","FioImma.local","www.google.com","TLSv1.3","430","Client Hello (SNI=www.google.com)"
"313","30.582847","www.google.com","FioImma.local","TCP","60","443  >  54801 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"314","30.582847","www.google.com","FioImma.local","TCP","60","443  >  54801 [ACK] Seq=1 Ack=1789 Win=71424 Len=0"
"315","30.616326","www.google.com","FioImma.local","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"316","30.618077","www.google.com","FioImma.local","TCP","2878","443  >  54801 [PSH, ACK] Seq=1413 Ack=1789 Win=71424 Len=2824 [TCP PDU reassembled in 317]"
"317","30.618077","www.google.com","FioImma.local","TLSv1.3","1168","Application Data"
"318","30.618148","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=1789 Ack=5351 Win=131072 Len=0"
"319","30.619759","FioImma.local","www.google.com","TLSv1.3","128","Change Cipher Spec, Application Data"
"320","30.620067","FioImma.local","www.google.com","TLSv1.3","146","Application Data"
"321","30.620360","FioImma.local","www.google.com","TCP","1466","54801  >  443 [ACK] Seq=1955 Ack=5351 Win=131072 Len=1412 [TCP PDU reassembled in 322]"
"322","30.620360","FioImma.local","www.google.com","TLSv1.3","668","Application Data"
"323","30.631206","www.google.com","FioImma.local","TCP","60","443  >  54801 [ACK] Seq=5351 Ack=3367 Win=74240 Len=0"
"324","30.631206","www.google.com","FioImma.local","TLSv1.3","1012","Application Data, Application Data"
"325","30.631206","www.google.com","FioImma.local","TLSv1.3","85","Application Data"
"326","30.631271","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=3981 Ack=6340 Win=130304 Len=0"
"327","30.631575","FioImma.local","www.google.com","TLSv1.3","85","Application Data"
"328","30.643547","FioImma.local","www.google.com","TLSv1.3","127","Application Data"
"329","30.647487","www.google.com","FioImma.local","TCP","60","443  >  54801 [ACK] Seq=6340 Ack=4012 Win=77056 Len=0"
"330","30.656522","www.google.com","FioImma.local","TCP","60","443  >  54801 [ACK] Seq=6340 Ack=4085 Win=77056 Len=0"
"331","30.710432","www.google.com","FioImma.local","TLSv1.3","1282","Application Data"
"332","30.710432","www.google.com","FioImma.local","TLSv1.3","745","Application Data"
"333","30.710432","www.google.com","FioImma.local","TLSv1.3","86","Application Data"
"334","30.710432","www.google.com","FioImma.local","TLSv1.3","85","Application Data"
"335","30.710432","www.google.com","FioImma.local","TLSv1.3","93","Application Data"
"336","30.710500","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=4085 Ack=8361 Win=131072 Len=0"
"337","30.711452","FioImma.local","www.google.com","TLSv1.3","93","Application Data"
"338","30.721726","www.google.com","FioImma.local","TCP","60","443  >  54801 [ACK] Seq=8361 Ack=4124 Win=77056 Len=0"
"339","30.727666","www.google.com","FioImma.local","TLSv1.3","484","Application Data"
"340","30.727666","www.google.com","FioImma.local","TLSv1.3","108","Application Data"
"341","30.727666","www.google.com","FioImma.local","TLSv1.3","85","Application Data"
"342","30.727738","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=4124 Ack=8876 Win=130560 Len=0"
"343","30.730390","FioImma.local","www.google.com","TLSv1.3","222","Application Data"
"344","30.744707","www.google.com","FioImma.local","TCP","60","443  >  54801 [ACK] Seq=8876 Ack=4292 Win=79872 Len=0"
"345","30.749294","FioImma.local","www.google.com","TLSv1.3","122","Application Data"
"346","30.761470","www.google.com","FioImma.local","TCP","60","443  >  54801 [ACK] Seq=8876 Ack=4360 Win=79872 Len=0"
"347","30.778769","FioImma.local","igmp.mcast.net","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"348","30.788967","FioImma.local","mars.octa.edu","DNS","99","Standard query 0x8577 PTR 110.182.250.142.in-addr.arpa OPT"
"349","30.805839","mars.octa.edu","FioImma.local","DNS","138","Standard query response 0x8577 PTR 110.182.250.142.in-addr.arpa PTR maa05s21-in-f14.1e100.net OPT"
"350","30.831147","www.google.com","FioImma.local","TLSv1.3","301","Application Data"
"351","30.831147","www.google.com","FioImma.local","TLSv1.3","118","Application Data"
"352","30.831147","www.google.com","FioImma.local","TLSv1.3","85","Application Data"
"353","30.831147","www.google.com","FioImma.local","TLSv1.3","93","Application Data"
"354","30.831245","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=4360 Ack=9257 Win=130304 Len=0"
"355","30.832221","FioImma.local","www.google.com","TLSv1.3","93","Application Data"
"356","30.838636","www.google.com","FioImma.local","TLSv1.3","305","Application Data"
"357","30.838636","www.google.com","FioImma.local","TLSv1.3","1466","Application Data"
"358","30.838636","www.google.com","FioImma.local","TLSv1.3","1384","Application Data"
"359","30.838636","www.google.com","FioImma.local","TLSv1.3","217","Application Data"
"360","30.838705","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=4399 Ack=12413 Win=131072 Len=0"
"361","30.841860","www.google.com","FioImma.local","TCP","60","443  >  54801 [ACK] Seq=12413 Ack=4399 Win=79872 Len=0"
"362","30.850108","www.google.com","FioImma.local","TLSv1.3","1466","Application Data"
"363","30.851750","www.google.com","FioImma.local","TLSv1.3","9938","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"364","30.851778","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=4399 Ack=23709 Win=131072 Len=0"
"365","30.854106","www.google.com","FioImma.local","TLSv1.3","4290","Application Data, Application Data, Application Data"
"366","30.854189","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=4399 Ack=27945 Win=131072 Len=0"
"367","30.854292","www.google.com","FioImma.local","TLSv1.3","1179","Application Data"
"368","30.854335","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=4399 Ack=29070 Win=130048 Len=0"
"369","30.869528","www.google.com","FioImma.local","TLSv1.3","1466","Application Data"
"370","30.871028","www.google.com","FioImma.local","TLSv1.3","8526","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"371","30.871091","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=4399 Ack=38954 Win=131072 Len=0"
"372","30.874158","www.google.com","FioImma.local","TLSv1.3","1466","Application Data"
"373","30.874201","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=4399 Ack=40366 Win=131072 Len=0"
"374","30.874722","www.google.com","FioImma.local","TLSv1.3","1466","Application Data"
"375","30.874722","www.google.com","FioImma.local","TLSv1.3","1466","Application Data"
"376","30.874722","www.google.com","FioImma.local","TLSv1.3","1466","Application Data"
"377","30.874722","www.google.com","FioImma.local","TLSv1.3","1466","Application Data"
"378","30.874722","www.google.com","FioImma.local","TLSv1.3","1179","Application Data"
"379","30.874722","www.google.com","FioImma.local","TLSv1.3","1466","Application Data"
"380","30.874722","www.google.com","FioImma.local","TLSv1.3","708","Application Data, Application Data, Application Data"
"381","30.874837","FioImma.local","www.google.com","TCP","54","54801  >  443 [ACK] Seq=4399 Ack=49205 Win=131072 Len=0"
"382","30.875115","FioImma.local","www.google.com","TLSv1.3","93","Application Data"
"383","30.887611","www.google.com","FioImma.local","TCP","60","443  >  54801 [ACK] Seq=49205 Ack=4438 Win=79872 Len=0"
"384","30.975846","FioImma.local","mars.octa.edu","DNS","88","Standard query 0xbfcf A ogads-pa.clients6.google.com"
"385","30.976188","FioImma.local","mars.octa.edu","DNS","88","Standard query 0x737c HTTPS ogads-pa.clients6.google.com"
"386","30.983361","mars.octa.edu","FioImma.local","DNS","104","Standard query response 0xbfcf A ogads-pa.clients6.google.com A 142.250.205.234"
"387","30.983361","mars.octa.edu","FioImma.local","DNS","138","Standard query response 0x737c HTTPS ogads-pa.clients6.google.com SOA ns1.google.com"
"388","30.984050","FioImma.local","ogads-pa.clients6.google.com","TCP","66","54802  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
